Target_genes	Foxo1|Average	SRX272969|CD4-Positive_T-Lymphocytes	SRX682273|CD4-Positive_T-Lymphocytes	SRX682274|CD4-Positive_T-Lymphocytes	SRX682276|CD4-Positive_T-Lymphocytes	SRX278097|CD8-Positive_T-Lymphocytes	SRX1117087|HAFTL	SRX7586623|Heart	SRX7586624|Heart	SRX7586625|Heart	SRX021879|Pro-B_cells	SRX2136458|Pro-B_cells	SRX183787|Treg	SRX183788|Treg	SRX1219538|Uterus	STRING
Ubap2l	9.142857	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
Tmem70	9.142857	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
Rhof	9.142857	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab40b	9.142857	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Psmf1	9.142857	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
Ppid	9.142857	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Lpp	9.142857	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
Llph	9.142857	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
Imp4	9.142857	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
Fryl	9.142857	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
Dock9	9.142857	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
Ddx20	9.142857	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
Cox19	9.142857	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
Ccdc115	9.142857	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
C2cd2	9.142857	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
Bax	9.142857	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
4933434E20Rik	9.142857	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
Wdr74	9.071429	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Slc36a4	9.071429	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0
Slc10a7	9.071429	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
Rnf5	9.071429	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Rfx2	9.071429	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0
Rbmxl1	9.071429	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
Ppp1r14b	9.071429	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Nagk	9.071429	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0
Klf6	9.071429	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0
Hps6	9.071429	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0
Ccdc97	9.071429	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
Zfp420	9.000000	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0
Slc25a29	9.000000	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0
Rrnad1	9.000000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl18	9.000000	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Rheb	9.000000	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Rbm8a	9.000000	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Ppp2r2a	9.000000	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0
Pdlim7	9.000000	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0
Pdk1	9.000000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfap3l	9.000000	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Lbh	9.000000	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0
Isoc2b	9.000000	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Isg20l2	9.000000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0
Glce	9.000000	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0
Dot1l	9.000000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpt2	9.000000	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Cd93	9.000000	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0
Bhlhe40	9.000000	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0
Tuba1c	8.928571	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
Tmem218	8.928571	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Tmcc1	8.928571	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfpi	8.928571	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0
Spryd3	8.928571	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
Smarcd2	8.928571	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
Sarnp	8.928571	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Ptpdc1	8.928571	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Prdm1	8.928571	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfdn4	8.928571	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0
Pcyt1a	8.928571	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0
Ormdl2	8.928571	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Napg	8.928571	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Ilkap	8.928571	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
Amd2	8.928571	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Amd1	8.928571	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Yod1	8.857143	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0
Top2a	8.857143	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Smim12	8.857143	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0
Smdt1	8.857143	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Prmt7	8.857143	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0
Odf2l	8.857143	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0
Nomo1	8.857143	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0
Nme6	8.857143	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0
Kif3c	8.857143	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0
Hps1	8.857143	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Fzr1	8.857143	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
Fcgrt	8.857143	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Exosc2	8.857143	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0
Epb41	8.857143	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0
Eif6	8.857143	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Eif2b2	8.857143	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Cuedc2	8.857143	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0
Commd10	8.857143	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0
Akap9	8.857143	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0
Xpc	8.785714	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0
Xbp1	8.785714	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0
Tmed7	8.785714	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0
Stk38l	8.785714	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0
Spag7	8.785714	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0
Slc35a5	8.785714	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0
Rhpn2	8.785714	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Ranbp9	8.785714	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Ralb	8.785714	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Prpsap1	8.785714	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Pkmyt1	8.785714	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0
Parva	8.785714	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0
Lsm3	8.785714	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0
H4c14	8.785714	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Gusb	8.785714	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0
Gbp9	8.785714	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Ell	8.785714	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Eif1a	8.785714	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0
Clns1a	8.785714	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0
Cfl1	8.785714	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0
B3gnt2	8.785714	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0
Atg3	8.785714	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0
Alkbh3	8.785714	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Usp34	8.714286	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0
Ufsp1	8.714286	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0
Tiprl	8.714286	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Tcea2	8.714286	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0
Tbc1d22a	8.714286	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
Tada1	8.714286	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0
Stim2	8.714286	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc66a2	8.714286	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
Rnf185	8.714286	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
Rnf141	8.714286	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm12b2	8.714286	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppih	8.714286	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Oxr1	8.714286	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Ostf1	8.714286	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
Oasl2	8.714286	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmrk1	8.714286	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
Mrpl9	8.714286	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapkapk5	8.714286	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
Hnrnpa3	8.714286	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0
Evi5l	8.714286	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Etaa1	8.714286	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3b	8.714286	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0
Dennd4c	8.714286	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0
Ddx55	8.714286	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0
Cmpk1	8.714286	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0
Ccdc71l	8.714286	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc134	8.714286	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Ccdc130	8.714286	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0
Cast	8.714286	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc7	8.642857	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0
Zbed4	8.642857	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0
Vwa8	8.642857	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0
Tnfaip8l2	8.642857	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0
Tesk2	8.642857	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0
Smyd3	8.642857	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf139	8.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Pold2	8.642857	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0
Plekha3	8.642857	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Pcbp1	8.642857	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0
Noc4l	8.642857	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0
Nepro	8.642857	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0
Mtdh	8.642857	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0
Lrrc8a	8.642857	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0
Ikzf1	8.642857	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hectd4	8.642857	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0
Grap2	8.642857	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0
Gimap9	8.642857	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Ddx51	8.642857	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0
Dcp1b	8.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Clcn2	8.642857	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0
Cavin3	8.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Capza1	8.642857	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0
Znrf3	8.571429	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0
Zmynd8	8.571429	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0
Zfp597	8.571429	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0
Wfs1	8.571429	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0
Tomm40l	8.571429	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0
Spast	8.571429	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0
Phf7	8.571429	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0
Pcx	8.571429	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0
Hyou1	8.571429	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0
Hsd17b7	8.571429	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0
Eif2ak4	8.571429	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0
Dr1	8.571429	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0
Ddx27	8.571429	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0
Cwf19l2	8.571429	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0
Bclaf3	8.571429	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0
Bap1	8.571429	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0
Apoa2	8.571429	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0
Alcam	8.571429	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0
Zfand6	8.500000	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0
Xrcc4	8.500000	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Xab2	8.500000	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Tmem167	8.500000	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Tle1	8.500000	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex2	8.500000	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0
Rasal2	8.500000	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0
Ppp4c	8.500000	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0
Pold1	8.500000	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0
Pet100	8.500000	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Pdlim1	8.500000	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0
Mrpl16	8.500000	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0
Mapre2	8.500000	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0
Mapkapk2	8.500000	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0
Mapk8ip3	8.500000	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0
Map2k6	8.500000	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Lrp6	8.500000	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0
Fam151b	8.500000	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0
Dusp12	8.500000	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0
Ddx18	8.500000	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Cebpa	8.500000	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0
Bag5	8.500000	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0
Atp11a	8.500000	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0
Apopt1	8.500000	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0
Actr10	8.500000	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0
2310039H08Rik	8.500000	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0
Yipf5	8.428571	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
Tpm3	8.428571	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
Tm2d1	8.428571	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
Slc39a8	8.428571	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl30	8.428571	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
Plpp5	8.428571	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Pdxp	8.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0
Orc5	8.428571	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
Mtmr3	8.428571	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0
Micos10	8.428571	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
Man1c1	8.428571	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
Lactb	8.428571	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0
Kctd12	8.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0
Hddc2	8.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0
Gm13279	8.428571	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
Gm13278	8.428571	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
Bloc1s1	8.428571	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Atrx	8.428571	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
Arc	8.428571	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbpl1	8.357143	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Slc26a2	8.357143	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Senp3	8.357143	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhob	8.357143	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Rgl1	8.357143	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0
Rab31	8.357143	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Rab2a	8.357143	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmg3	8.357143	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Ppp2r1a	8.357143	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Ppan	8.357143	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Pbrm1	8.357143	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Mrtfb	8.357143	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0
Klhl22	8.357143	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0
Gigyf2	8.357143	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Faim	8.357143	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0
Epn2	8.357143	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0
Dip2b	8.357143	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0
Dhx9	8.357143	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Dhx16	8.357143	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Capzb	8.357143	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0
Arpc5	8.357143	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0
Tsen34	8.285714	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Tmie	8.285714	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Tmem120a	8.285714	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Supt16	8.285714	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0
Slc25a30	8.285714	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Sap30l	8.285714	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Prkar2b	8.285714	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Polr3h	8.285714	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Pecam1	8.285714	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Pdlim5	8.285714	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Nlk	8.285714	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Nfatc3	8.285714	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Myo9b	8.285714	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Mmgt1	8.285714	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Mboat7	8.285714	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Larp4b	8.285714	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Kri1	8.285714	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Kif20a	8.285714	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0
Kdm4a	8.285714	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Itgb1bp1	8.285714	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Higd1a	8.285714	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Haus8	8.285714	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Golph3	8.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0
Epg5	8.285714	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Emd	8.285714	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0
E130308A19Rik	8.285714	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Dhx32	8.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0
Def8	8.285714	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Cpsf3	8.285714	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Cdk4	8.285714	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0
Cd2ap	8.285714	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Ccdc85c	8.285714	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Brd8	8.285714	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0
Atp8b4	8.285714	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap27	8.285714	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0
Als2cl	8.285714	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Uggt1	8.214286	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
Ttpal	8.214286	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0
Tnks2	8.214286	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0
Tmsb10	8.214286	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
Tiparp	8.214286	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0
Styxl1	8.214286	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
Srgap2	8.214286	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0
Rnf170	8.214286	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0
Rhobtb1	8.214286	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
Psmc2	8.214286	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0
Prdm5	8.214286	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
Ppp2r1b	8.214286	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Mdh2	8.214286	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
Mcub	8.214286	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
Lrrc28	8.214286	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Hps3	8.214286	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Hook3	8.214286	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0
Hadhb	8.214286	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0
Hadha	8.214286	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0
H1f0	8.214286	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0
Gem	8.214286	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0
Fmnl2	8.214286	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
Fam72a	8.214286	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0
Fam120b	8.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0
Fads1	8.214286	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
Dnajc3	8.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0
Dnajc2	8.214286	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0
Cfh	8.214286	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Cdc73	8.214286	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd96	8.214286	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0
A930033H14Rik	8.214286	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
1110038F14Rik	8.214286	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
Zfp955b	8.142857	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Zfp213	8.142857	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0
Vars	8.142857	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
Terf1	8.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
Tap1	8.142857	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
Srrt	8.142857	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
Psmb9	8.142857	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
Plcl1	8.142857	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0
Pcmt1	8.142857	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
Pars2	8.142857	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Ndufb3	8.142857	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0
Med4	8.142857	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
Lats1	8.142857	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
Ing5	8.142857	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Gpd2	8.142857	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0
Gng11	8.142857	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
Fbxw2	8.142857	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
Fam174c	8.142857	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Fam13c	8.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
Fam126b	8.142857	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0
D17H6S56E-5	8.142857	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
Cyb561	8.142857	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
C330007P06Rik	8.142857	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Apmap	8.142857	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0
Ano10	8.142857	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd10	8.142857	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
