Target_genes	Smad4|Average	SRX3014617|CD4-Positive_T-Lymphocytes	SRX3014618|CD4-Positive_T-Lymphocytes	SRX3014619|CD4-Positive_T-Lymphocytes	SRX3014620|CD4-Positive_T-Lymphocytes	SRX5023289|Duodenum	SRX5023290|Duodenum	SRX3101083|Embryoid_Bodies	SRX3101084|Embryoid_Bodies	SRX5251395|Embryoid_Bodies	SRX5251396|Embryoid_Bodies	SRX4046280|Embryonic_limb	SRX5251388|Embryonic_Stem_Cells	SRX529265|Lung	SRX1094554|Neural_Stem_Cells	SRX5551007|Unclassified	SRX5551008|Unclassified	SRX5551011|Unclassified	SRX5551012|Unclassified	STRING
Nacc1	15.833333	0	0	0	0	0	0	69	0	0	76	0	0	140	0	0	0	0	0	0
Kmt2e	15.833333	85	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0
Iqgap3	15.833333	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	171	0
Ensa	15.833333	138	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0
Efemp2	15.833333	0	0	0	0	0	0	0	0	0	0	0	0	166	0	119	0	0	0	0
Daam1	15.833333	0	0	0	0	0	0	0	0	0	0	0	0	179	0	106	0	0	0	0
Ccdc30	15.833333	0	0	0	0	0	0	0	0	0	0	0	0	131	154	0	0	0	0	0
Amacr	15.833333	146	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0
Adtrp	15.833333	0	0	0	0	119	166	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcc1	15.833333	188	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp275	15.777778	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	91	0	0	0
Tmem186	15.777778	0	0	0	0	150	0	0	0	0	0	0	0	0	134	0	0	0	0	0
Rhbdl3	15.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0
Pmm2	15.777778	0	0	0	0	150	0	0	0	0	0	0	0	0	134	0	0	0	0	0
Naa15	15.777778	0	0	0	0	0	0	0	0	0	0	0	0	105	75	104	0	0	0	0
Miip	15.777778	0	0	0	0	0	0	0	0	0	0	0	0	215	0	69	0	0	0	0
Lif	15.777778	106	89	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0
Gab3	15.777778	110	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0
Fv1	15.777778	0	0	0	0	0	0	0	0	0	0	0	0	215	0	69	0	0	0	0
C330007P06Rik	15.777778	166	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
Spop	15.722222	0	0	0	0	0	0	0	0	0	0	0	0	128	0	155	0	0	0	0
Rab35	15.722222	0	0	0	0	0	0	0	0	0	0	0	0	166	0	117	0	0	0	0
Lipt1	15.722222	93	102	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0
Lcmt2	15.722222	0	170	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0
Kcnk6	15.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0
Ift27	15.722222	0	0	0	0	0	0	0	0	0	0	0	0	211	0	72	0	0	0	0
I830077J02Rik	15.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0
Hpcal1	15.722222	0	0	0	0	0	0	0	0	0	0	0	0	153	0	130	0	0	0	0
Homer2	15.722222	0	0	0	0	87	117	0	0	0	0	0	0	0	79	0	0	0	0	0
Hmbs	15.722222	0	0	0	0	0	0	0	0	0	0	0	0	109	0	174	0	0	0	0
Aqp11	15.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	137	146	0	0	0	0
Adal	15.722222	0	170	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0
Abcc5	15.722222	0	89	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0
Usp40	15.666667	112	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0
Ube2q2	15.666667	115	102	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Them5	15.666667	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0
Sirpb1c	15.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0
Selplg	15.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0
Rplp1	15.666667	0	0	0	0	0	94	0	0	0	0	0	0	188	0	0	0	0	0	0
Pira6	15.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	96	0	0	0
Map3k9	15.666667	0	0	0	0	136	146	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpatch1	15.666667	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0
Dhrs9	15.666667	192	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0
Ddx23	15.666667	0	0	0	0	0	0	0	0	0	0	0	0	154	128	0	0	0	0	0
Cx3cr1	15.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	105	0
Cpt1b	15.666667	0	0	0	0	0	0	142	0	0	140	0	0	0	0	0	0	0	0	0
Cox10	15.666667	113	85	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0
Acoxl	15.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0
0610040J01Rik	15.666667	0	0	0	0	121	161	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp930	15.611111	0	0	0	0	0	0	0	0	0	0	0	0	136	0	145	0	0	0	0
Ssr3	15.611111	0	0	0	0	0	0	0	0	0	0	0	0	111	0	170	0	0	0	0
Sdf2l1	15.611111	99	0	0	0	0	0	0	0	0	0	0	0	97	85	0	0	0	0	0
Eif3b	15.611111	0	173	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0
Dpy30	15.611111	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	131	0	0	0
Cd82	15.611111	75	0	0	0	0	0	0	0	0	0	0	0	101	0	105	0	0	0	0
Asrgl1	15.611111	0	0	0	0	0	0	0	0	0	0	0	0	74	0	131	76	0	0	0
Pyurf	15.555556	0	0	0	0	106	0	0	0	0	0	0	0	0	0	174	0	0	0	0
Psmc5	15.555556	0	139	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
Mllt3	15.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	154	126	0	0	0	0
Kcnk12	15.555556	0	0	0	0	0	0	139	0	0	141	0	0	0	0	0	0	0	0	0
Il18bp	15.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0
Ftsj3	15.555556	0	139	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
Dock10	15.555556	140	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctla4	15.555556	179	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clip3	15.555556	0	0	0	0	0	0	141	0	0	139	0	0	0	0	0	0	0	0	0
Arl6ip4	15.555556	0	0	0	0	0	0	0	0	0	0	0	0	159	121	0	0	0	0	0
Aph1c	15.555556	0	0	0	0	0	0	0	0	0	0	0	0	135	0	145	0	0	0	0
2610524H06Rik	15.555556	140	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
Zfp729a	15.500000	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0
Zfp595	15.500000	0	0	0	0	0	0	0	0	0	0	0	0	160	0	119	0	0	0	0
Scd1	15.500000	0	0	0	0	0	0	139	0	0	140	0	0	0	0	0	0	0	0	0
Praf2	15.500000	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	141	0	0
Npepl1	15.500000	95	0	0	0	0	108	0	0	0	0	0	0	0	0	76	0	0	0	0
Lrrc56	15.500000	0	0	0	0	0	89	0	0	0	0	0	0	118	0	0	0	0	72	0
Ipo7	15.500000	0	0	0	0	0	101	0	0	0	0	0	0	178	0	0	0	0	0	0
Hras	15.500000	0	0	0	0	0	89	0	0	0	0	0	0	118	0	0	0	0	72	0
Fam185a	15.500000	0	0	0	0	0	97	0	0	0	0	0	0	182	0	0	0	0	0	0
Cxxc5	15.500000	0	0	0	0	0	0	0	0	0	0	0	0	129	150	0	0	0	0	0
Ccdc146	15.500000	0	0	0	0	0	97	0	0	0	0	0	0	182	0	0	0	0	0	0
Atat1	15.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	146	0	0
Cdh2	15.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0
Car14	15.444444	0	0	0	0	0	0	139	0	0	139	0	0	0	0	0	0	0	0	0
Zfp53	15.388889	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0
Tnni2	15.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0
Tmem179	15.388889	0	0	0	0	0	0	139	0	0	138	0	0	0	0	0	0	0	0	0
Thoc6	15.388889	111	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0
Tcaf1	15.388889	0	0	0	0	0	0	0	0	0	0	0	0	166	111	0	0	0	0	0
Slc17a5	15.388889	0	0	0	0	0	0	0	0	0	0	0	0	161	0	116	0	0	0	0
Relch	15.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0
Pign	15.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0
Nnt	15.388889	107	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0
Hcfc1r1	15.388889	111	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0
H13	15.388889	91	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0
D430019H16Rik	15.388889	0	0	0	0	0	0	139	0	0	138	0	0	0	0	0	0	0	0	0
Cpz	15.388889	0	0	0	0	0	0	139	0	0	138	0	0	0	0	0	0	0	0	0
Tubb5	15.333333	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	153	0
Tspan3	15.333333	0	0	0	0	69	111	0	0	0	0	0	0	0	96	0	0	0	0	0
Tle3	15.333333	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	147	0	0	0
Setd4	15.333333	0	122	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0
Rimklb	15.333333	0	0	0	0	0	0	134	0	0	142	0	0	0	0	0	0	0	0	0
Pgd	15.333333	110	0	0	0	0	0	0	0	0	0	0	0	95	0	71	0	0	0	0
Nr2f2	15.333333	0	0	0	0	122	154	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl49	15.333333	0	0	0	0	0	0	0	0	0	0	0	0	100	176	0	0	0	0	0
Mppe1	15.333333	84	0	0	0	0	0	0	0	0	0	0	0	90	102	0	0	0	0	0
Fau	15.333333	0	0	0	0	0	0	0	0	0	0	0	0	100	176	0	0	0	0	0
Fam83d	15.333333	79	85	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp2a	15.333333	0	109	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0
Casp7	15.333333	101	99	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0
Abcb1b	15.333333	129	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhpn2	15.277778	0	0	0	0	0	82	0	0	0	0	0	0	193	0	0	0	0	0	0
Podn	15.277778	0	0	0	0	0	0	139	0	0	136	0	0	0	0	0	0	0	0	0
Pam16	15.277778	0	0	0	0	0	0	0	0	0	0	0	0	129	0	146	0	0	0	0
Nudt18	15.277778	0	0	0	0	0	110	0	0	0	0	0	0	165	0	0	0	0	0	0
Nsg2	15.277778	162	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncald	15.277778	0	0	0	0	0	0	94	0	0	93	0	0	0	88	0	0	0	0	0
Josd2	15.277778	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0
Cenpe	15.277778	99	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0
Ttc21a	15.222222	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0
Taf8	15.222222	0	168	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0
R3hcc1	15.222222	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0
Pold2	15.222222	79	89	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0
H2-DMa	15.222222	0	0	0	0	0	0	138	0	0	136	0	0	0	0	0	0	0	0	0
Gorasp1	15.222222	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0
Gata4	15.222222	0	0	0	0	152	0	0	0	0	0	0	0	0	122	0	0	0	0	0
Tcam1	15.166667	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0
Snx10	15.166667	0	0	0	0	0	0	0	0	0	0	0	0	146	0	127	0	0	0	0
Rbm12	15.166667	99	0	0	0	72	0	0	0	0	0	0	0	0	102	0	0	0	0	0
Naa20	15.166667	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	70	0	0
Muc1	15.166667	140	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0
Hoxa1	15.166667	0	0	0	0	0	0	0	0	0	0	0	0	137	0	136	0	0	0	0
Epcam	15.166667	0	0	0	0	0	0	133	0	0	140	0	0	0	0	0	0	0	0	0
Cpne1	15.166667	99	0	0	0	72	0	0	0	0	0	0	0	0	102	0	0	0	0	0
Cask	15.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0
Uqcc2	15.111111	0	163	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0
Tsnaxip1	15.111111	0	101	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0
Tnfaip8l2	15.111111	0	0	0	0	0	0	0	0	0	0	0	0	112	0	160	0	0	0	0
Tbc1d8b	15.111111	0	0	0	0	0	0	0	0	0	0	0	0	98	0	174	0	0	0	0
Ranbp10	15.111111	0	101	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0
Rai14	15.111111	0	0	0	0	0	0	0	0	0	0	0	0	148	124	0	0	0	0	0
Rab11a	15.111111	0	85	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0
Nit2	15.111111	91	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0
Mme	15.111111	0	0	0	0	0	0	74	0	0	74	0	124	0	0	0	0	0	0	0
Macrod1	15.111111	87	0	0	0	0	100	0	0	0	0	0	0	85	0	0	0	0	0	0
Impdh2	15.111111	0	112	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0
Gpr18	15.111111	138	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gfpt2	15.111111	0	0	0	0	0	0	136	0	0	136	0	0	0	0	0	0	0	0	0
Foxr2	15.111111	0	0	0	0	0	0	136	0	0	136	0	0	0	0	0	0	0	0	0
Dhh	15.111111	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0
Cfap36	15.111111	0	0	0	0	0	0	0	0	0	0	0	0	117	155	0	0	0	0	0
Cd300ld	15.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	125	0	0
Atp6v0a2	15.111111	166	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0
Acot12	15.111111	0	0	0	0	136	136	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl10	15.055556	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0
R3hdm4	15.055556	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	98	0	0
Psmc3	15.055556	0	0	0	0	0	0	0	0	0	0	0	0	138	0	133	0	0	0	0
Mzf1	15.055556	141	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0
Kiss1r	15.055556	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	98	0	0
Itgb2	15.055556	99	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gata2	15.055556	0	0	0	0	0	0	0	0	0	0	0	0	129	142	0	0	0	0	0
Eepd1	15.055556	110	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
Ebpl	15.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	165	106	0	0	0	0
Zfp870	15.000000	0	137	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0
Xdh	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	115	0	155	0	0	0	0
Trim46	15.000000	110	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0
Synm	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0
Slirp	15.000000	0	89	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0
Pcmtd2	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0
Nrp	15.000000	0	89	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0
Lgalsl	15.000000	0	0	0	0	126	144	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtcap2	15.000000	110	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0
Cpox	15.000000	0	0	0	0	143	127	0	0	0	0	0	0	0	0	0	0	0	0	0
Bend4	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	106	164	0	0	0	0
Alkbh1	15.000000	0	89	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0
Agpat1	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	140	130	0	0	0	0	0
Tmem211	14.944444	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0
Tbl3	14.944444	0	0	0	0	0	0	0	0	0	0	0	0	169	100	0	0	0	0	0
St6galnac3	14.944444	0	0	0	0	0	0	0	0	0	0	0	0	126	143	0	0	0	0	0
Rimbp3	14.944444	0	110	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
Polrmt	14.944444	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	138	0	0
Klc3	14.944444	0	0	0	0	0	0	136	0	0	133	0	0	0	0	0	0	0	0	0
Hipk2	14.944444	0	0	0	0	0	140	0	0	0	0	0	0	0	129	0	0	0	0	0
Hccs	14.944444	0	0	0	0	0	105	0	0	0	0	0	0	164	0	0	0	0	0	0
Gm15246	14.944444	0	0	0	0	0	105	0	0	0	0	0	0	164	0	0	0	0	0	0
Erbb2	14.944444	0	0	0	0	0	0	0	0	0	0	0	0	147	122	0	0	0	0	0
Ccdc150	14.944444	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0
Acot9	14.944444	0	0	0	0	0	0	0	0	0	0	0	0	109	0	160	0	0	0	0
Trnp1	14.888889	0	0	0	0	0	0	129	0	0	139	0	0	0	0	0	0	0	0	0
Pik3r6	14.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	153	0	0
Ndufb8	14.888889	0	68	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0
Kyat3	14.888889	0	0	0	0	0	0	0	0	0	0	0	0	147	121	0	0	0	0	0
Heg1	14.888889	0	0	0	0	0	0	0	0	0	0	0	0	108	0	160	0	0	0	0
Ccdc112	14.888889	130	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0
Ap3d1	14.888889	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	75	0	0
Rrm2	14.833333	136	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rcbtb2	14.833333	108	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
Plcb1	14.833333	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0
Pirb	14.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	90	0	0	0
Hvcn1	14.833333	0	0	0	0	0	0	135	0	0	132	0	0	0	0	0	0	0	0	0
H2bc11	14.833333	0	0	0	0	124	143	0	0	0	0	0	0	0	0	0	0	0	0	0
H2ac11	14.833333	0	0	0	0	124	143	0	0	0	0	0	0	0	0	0	0	0	0	0
Elk3	14.833333	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0
Dhx58	14.833333	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	154	0
Crybb1	14.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0
Bckdk	14.833333	100	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0
Aldh2	14.833333	0	0	0	0	0	0	83	0	0	82	0	0	102	0	0	0	0	0	0
4921504E06Rik	14.833333	0	0	0	0	0	0	134	0	0	133	0	0	0	0	0	0	0	0	0
Uhmk1	14.777778	0	0	0	0	0	105	0	0	0	0	0	0	0	161	0	0	0	0	0
Rnaseh2a	14.777778	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	107	0	0
Prdx3	14.777778	0	0	0	0	0	0	0	0	0	0	0	0	133	0	133	0	0	0	0
Mcu	14.777778	0	0	0	0	0	0	0	0	0	0	0	0	91	70	105	0	0	0	0
Mast1	14.777778	0	0	0	0	0	0	133	0	0	133	0	0	0	0	0	0	0	0	0
Hspb9	14.777778	0	0	0	0	0	0	0	0	0	0	0	0	147	0	119	0	0	0	0
Gm867	14.777778	0	0	0	0	0	0	130	0	0	136	0	0	0	0	0	0	0	0	0
Fam107a	14.777778	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0
Ctse	14.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0
Ahnak	14.777778	0	0	0	0	97	0	85	0	0	84	0	0	0	0	0	0	0	0	0
Adck1	14.777778	0	0	0	0	138	128	0	0	0	0	0	0	0	0	0	0	0	0	0
Ada	14.777778	0	0	0	0	0	94	91	0	0	81	0	0	0	0	0	0	0	0	0
Zscan26	14.722222	0	163	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0
Tspoap1	14.722222	162	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d9	14.722222	0	0	0	0	0	128	0	0	0	0	0	0	0	0	137	0	0	0	0
Tbc1d31	14.722222	0	94	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0
Rab26	14.722222	0	0	0	0	0	0	133	0	0	132	0	0	0	0	0	0	0	0	0
Pigs	14.722222	0	0	0	0	0	0	0	0	0	0	0	0	119	0	146	0	0	0	0
Hikeshi	14.722222	96	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0
Dcps	14.722222	86	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0
Chrnb1	14.722222	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	104	0	0
Bicdl1	14.722222	0	0	0	0	0	129	0	0	0	0	0	0	0	136	0	0	0	0	0
Ace	14.722222	0	0	0	0	0	120	0	0	0	0	0	0	145	0	0	0	0	0	0
Zscan20	14.666667	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	118	0	0
Smn1	14.666667	0	0	0	0	0	0	0	0	0	0	0	0	157	107	0	0	0	0	0
Sgcb	14.666667	0	0	0	0	0	0	91	0	0	90	0	0	0	83	0	0	0	0	0
Pus3	14.666667	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0
Pnmal2	14.666667	0	0	0	0	0	0	132	0	0	132	0	0	0	0	0	0	0	0	0
Mphosph6	14.666667	0	0	0	0	0	0	0	0	0	0	0	0	118	0	146	0	0	0	0
Mink1	14.666667	0	0	0	0	0	96	0	0	0	0	0	0	168	0	0	0	0	0	0
Kirrel	14.666667	0	0	0	0	0	0	132	0	0	132	0	0	0	0	0	0	0	0	0
Icam5	14.666667	90	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83b	14.666667	0	0	0	0	120	144	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx25	14.666667	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0
Vnn3	14.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0
Tdgf1	14.611111	0	0	0	0	0	0	129	0	0	134	0	0	0	0	0	0	0	0	0
Pear1	14.611111	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0
Mxra7	14.611111	71	105	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0
Mecr	14.611111	0	121	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
Mbd1	14.611111	0	0	0	0	0	0	0	0	0	0	0	0	153	0	110	0	0	0	0
Fam50a	14.611111	0	0	0	0	0	0	0	0	0	0	0	0	182	0	81	0	0	0	0
Esrp1	14.611111	0	0	0	0	0	0	132	0	0	131	0	0	0	0	0	0	0	0	0
Cdyl2	14.611111	135	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
Ash2l	14.611111	0	0	0	0	0	0	0	0	0	0	0	0	170	93	0	0	0	0	0
Adam28	14.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0
Zfp105	14.555556	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0
Tor1b	14.555556	120	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
Tmem263	14.555556	0	0	0	0	0	0	89	0	0	90	0	0	83	0	0	0	0	0	0
Tctn2	14.555556	0	0	0	0	0	0	0	0	0	0	0	0	138	124	0	0	0	0	0
Src	14.555556	0	0	0	0	0	0	131	0	0	131	0	0	0	0	0	0	0	0	0
Sorbs3	14.555556	0	0	0	0	0	0	0	0	0	0	0	0	143	0	119	0	0	0	0
Rab8b	14.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	125	137	0	0	0	0
Prxl2a	14.555556	0	0	0	0	138	124	0	0	0	0	0	0	0	0	0	0	0	0	0
Osgepl1	14.555556	0	0	0	0	0	0	0	0	0	0	0	0	143	0	119	0	0	0	0
Neurl1b	14.555556	0	0	0	0	113	149	0	0	0	0	0	0	0	0	0	0	0	0	0
Mob1b	14.555556	0	0	0	0	0	0	0	0	0	0	0	0	155	0	107	0	0	0	0
Foxh1	14.555556	0	0	0	0	0	0	132	0	0	130	0	0	0	0	0	0	0	0	0
Fhl4	14.555556	0	0	0	0	0	0	89	0	0	90	0	0	83	0	0	0	0	0	0
Fbxo31	14.555556	0	0	0	0	112	0	0	0	0	0	0	0	84	0	66	0	0	0	0
Emb	14.555556	0	0	0	0	0	0	132	0	0	130	0	0	0	0	0	0	0	0	0
Cyb5a	14.555556	0	0	0	0	0	0	0	0	0	0	0	0	156	0	106	0	0	0	0
Cep85	14.555556	0	85	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0
Bmf	14.555556	0	0	0	0	0	0	0	0	0	0	0	0	148	0	114	0	0	0	0
Tmem63a	14.500000	0	0	0	0	117	144	0	0	0	0	0	0	0	0	0	0	0	0	0
Sirt3	14.500000	0	0	0	0	98	0	0	0	0	0	0	0	163	0	0	0	0	0	0
Scmh1	14.500000	0	0	0	0	78	0	0	0	0	0	0	0	0	183	0	0	0	0	0
Rsl1d1	14.500000	98	85	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0
Psmd13	14.500000	0	0	0	0	98	0	0	0	0	0	0	0	163	0	0	0	0	0	0
Galk1	14.500000	0	0	0	0	0	0	0	0	0	0	0	0	158	103	0	0	0	0	0
Crppa	14.500000	0	0	0	0	141	120	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst8	14.500000	0	0	0	0	0	0	126	0	0	135	0	0	0	0	0	0	0	0	0
Arf5	14.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	74	0	0	0
