Target_genes	Tcf7|Average	SRX3154102|CD4-Positive_T-Lymphocytes	SRX4667998|CD4-Positive_T-Lymphocytes	SRX4668000|CD4-Positive_T-Lymphocytes	SRX1411153|CD4_CD8_double_positive_cells	SRX1267280|CD8-Positive_T-Lymphocytes	SRX1267281|CD8-Positive_T-Lymphocytes	SRX373141|CD8-Positive_T-Lymphocytes	SRX092472|EML_	SRX2438808|Natural_Killer_T-Cells	SRX2438811|Natural_Killer_T-Cells	SRX3154101|Tfh	SRX1411151|Thymocytes	SRX1411152|Thymocytes	SRX1411163|Thymocytes	SRX275397|Thymus	SRX389596|Thymus	SRX4667999|Treg	STRING
Cd59a	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Cd19	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Ccnb3	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Ccl21d	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Ccl21c	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Ccl21b	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Ccl19	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Cavin2	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Capn6	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Caly	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Ankrd36	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Angptl2	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Amacr	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Aga	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Adgrf5	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Adck1	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Actbl2	12.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0
Sstr5	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Spdef	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Snx19	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Slc1a7	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Slc10a7	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Sec14l2	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Rtl8b	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Rbmxl1	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Pvr	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Prss40	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Prss27	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Proca1	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Nbr1	12.352941	0	0	0	0	0	0	0	93	0	0	0	0	0	0	117	0	0	0
Mrpl48	12.352941	0	0	0	0	0	0	0	72	0	0	0	0	0	0	138	0	0	0
Mlh3	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Lman1	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Isg20	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Gdf15	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Ffar1	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Defb36	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Creb5	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Cldn9	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Brca1	12.352941	0	0	0	0	0	0	0	93	0	0	0	0	0	0	117	0	0	0
2410004P03Rik	12.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Umps	12.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0
Scnn1g	12.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0
Rsph1	12.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0
Pnpla1	12.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0
Plp2	12.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0
Pex26	12.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0
Pcdha7	12.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0
Mak	12.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0
Gpt	12.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0
Gm38667	12.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0
Eef1aknmt	12.294118	0	0	0	0	0	0	0	92	0	0	0	0	0	0	117	0	0	0
Zrsr2	12.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
Zrsr1	12.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
Wdr83os	12.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
Wdr83	12.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
Tppp	12.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
Spata24	12.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
Slc2a9	12.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0
Rbms3	12.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
Mycs	12.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
Mogat1	12.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
Mdc1	12.235294	0	0	0	0	0	0	0	123	0	0	0	0	0	0	85	0	0	0
Itprid1	12.235294	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxb5	12.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
Fgf6	12.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
Fam209	12.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
Dusp6	12.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
Arhgap17	12.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
Acly	12.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
Vps45	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	128	79	0	0	0
St8sia4	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0
Spsb1	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Sigirr	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Septin6	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Sall2	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Rasl11a	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Ptgr2	12.176471	0	0	0	0	0	0	0	104	0	0	0	0	0	0	103	0	0	0
Ppm1f	12.176471	0	0	0	0	0	0	0	100	0	0	0	0	0	107	0	0	0	0
Marveld1	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Ly6k	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Lpl	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Htr1a	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Gpr37l1	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Gpaa1	12.176471	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	134	0	0
Gata4	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0
Fezf1	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Fanci	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Efhc1	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Dus4l	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Dkk1	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Csrp2	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Cog5	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Cav1	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Arhgap15	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	74	0	0
2210016L21Rik	12.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Urb1	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Tut1	12.117647	0	0	0	0	0	0	0	89	0	0	0	0	0	0	117	0	0	0
Trmt1	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Tex19.1	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Sdc4	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Ptgir	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Plxdc2	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Pla2g6	12.117647	0	0	0	0	0	0	0	102	0	0	0	0	0	0	104	0	0	0
Pde4c	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Pax3	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Nrm	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Nos3	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Mok	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Ltb	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	74	132	0	0	0
Lrrc8e	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Kat2a	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0
Ice2	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Fkbp8	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0
Eef1a2	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Dpm3	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Cxcl12	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Col26a1	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Carns1	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
0610010K14Rik	12.117647	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0
Tmem214	12.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
Prss39	12.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
Phka2	12.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
Pcdhga7	12.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
Mip	12.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
Krt80	12.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
Kcne1l	12.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
Isl2	12.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
Dynlt1a	12.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
Cstad	12.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
Ccdc113	12.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
Upb1	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	87	0	0
Trabd	12.000000	0	0	0	0	0	0	0	93	0	0	0	0	0	111	0	0	0	0
Syp	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0
Spns3	12.000000	0	0	0	0	0	0	0	102	0	0	0	0	0	0	102	0	0	0
Pi16	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0
Parn	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	116	88	0	0	0
P2rx7	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0
Ip6k2	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0
Gli1	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0
Frzb	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0
Fam167b	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0
Car11	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0
Tnik	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
Tmem63c	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
Thbd	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
Thada	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0
Spr	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
Sertad3	11.941176	0	0	0	0	0	0	0	112	0	0	0	0	0	91	0	0	0	0
Pnpla2	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
Pdx1	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
Pcdhga5	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
Mpzl3	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0
Mef2b	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
Lrrc14b	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
Krt36	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
Gss	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
Crct1	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
Bmi1	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
Asic4	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
Asb10	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
3425401B19Rik	11.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0
Zfp879	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0
Zfp646	11.882353	0	0	0	0	0	0	0	126	0	0	0	0	0	76	0	0	0	0
Thrsp	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0
Tgfbi	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0
Sytl1	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0
Spata13	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0
Sla2	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0
Sh3bgrl3	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0
Rcbtb2	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0
Rbm42	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0
Prr29	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	87	0	0
Pcdha5	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0
Krt16	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0
Irf2bpl	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	123	79	0	0	0	0
Hrct1	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0
Gm128	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0
Dmtn	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0
Ckm	11.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0
Tnxb	11.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0
Srms	11.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0
Slc30a7	11.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0
Sdhc	11.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	96	105	0	0	0
Rhd	11.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0
Rasa3	11.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0
Rad54l	11.823529	0	0	0	0	0	0	0	84	0	0	0	0	0	0	117	0	0	0
Ptger2	11.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0
Mpz	11.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	96	105	0	0	0
Foxr1	11.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0
Extl2	11.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0
Dpysl4	11.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0
Cep89	11.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0
Ankle1	11.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0
Acadvl	11.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0
Zfp488	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Tmem255b	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Slc26a11	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Sgsh	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Scfd1	11.764706	0	0	0	0	0	0	0	107	0	0	0	0	0	0	93	0	0	0
Rpl41	11.764706	0	0	0	0	0	0	66	134	0	0	0	0	0	0	0	0	0	0
Rhpn2	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Rgs16	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Recql4	11.764706	0	0	0	0	0	0	0	125	0	0	0	0	0	75	0	0	0	0
Ppfia4	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Pltp	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Nppc	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Neurod1	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Lrrc14	11.764706	0	0	0	0	0	0	0	125	0	0	0	0	0	75	0	0	0	0
Klk10	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Golim4	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Fbxw9	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Fam47e	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Ephx1	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	128	72	0	0	0
Cyp2d26	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Cybrd1	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Cd37	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0
Cabp2	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Angpt2	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Aifm2	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Abhd14b	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Abhd14a	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Tubb4a	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Trim42	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Traf5	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Sytl3	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Smpd2	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Prr5l	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Ppp1r27	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Ppil6	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Pex10	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Pcdhga1	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Olfr312	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0
Mettl26	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Map1s	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Kcna6	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Ier3	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Gm5294	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Foxd4	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Bpi	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Ano5	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Acp4	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Zfp933	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0
Zfp87	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Zfp866	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Zfp58	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Zfp330	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Xiap	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Wdr5b	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0
Vps41	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Ubqln5	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Tsr2	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Tspan1	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Tsks	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Trim32	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Trim16	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Tmem265	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Tmem196	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Tbrg1	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Stk32b	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Srbd1	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Spin2c	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Snf8	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Smarca1	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Slc9c1	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Slc5a4b	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Rilp	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Rbm28	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Rbfox1	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Ralb	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Prss34	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Prpf8	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Prlh	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Phf11b	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Phf11a	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Pex11g	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Olfr1413	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Nudt16l2	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Nrxn3	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Nrn1l	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Mtm1	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Mthfsd	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Map3k7cl	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Lpar5	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Lmcd1	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Lhfpl5	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Lamp5	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Krt20	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Ifitm2	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Htr3a	11.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
