Target_genes	Smad3|Average	SRX2245993|Corpus_Striatum	SRX2245994|Corpus_Striatum	SRX2245995|Corpus_Striatum	SRX2245996|Corpus_Striatum	SRX5251393|Embryoid_Bodies	SRX5251394|Embryoid_Bodies	SRX130598|Embryonic_brains	SRX026254|Embryonic_Stem_Cells	SRX026255|Embryonic_Stem_Cells	SRX026256|Embryonic_Stem_Cells	SRX026257|Embryonic_Stem_Cells	SRX477547|Embryonic_Stem_Cells	SRX5251387|Embryonic_Stem_Cells	SRX1998723|MEF	SRX1998724|MEF	SRX1998725|MEF	SRX1998728|MEF	SRX1998729|MEF	SRX1998730|MEF	ERX028786|Neural_Stem_Cells	SRX3855869|Vascular_smooth_muscle_cells	SRX3855871|Vascular_smooth_muscle_cells	SRX3855877|Vascular_smooth_muscle_cells	SRX3855879|Vascular_smooth_muscle_cells	STRING
Nudt7	10.458333	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0
Hpdl	10.458333	0	0	0	0	102	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cckbr	10.458333	0	0	0	0	85	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bex4	10.458333	0	0	0	0	149	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Utf1	10.416667	0	0	0	0	122	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem70	10.416667	0	0	0	0	134	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrn1l	10.416667	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Limd1	10.416667	0	0	0	0	143	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints5	10.416667	0	0	0	0	107	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gfm1	10.416667	0	0	0	0	105	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fancm	10.416667	0	0	0	0	110	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc1	10.416667	0	0	0	0	127	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cabcoco1	10.416667	0	0	0	0	0	116	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap20	10.375000	0	0	0	0	112	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epha10	10.333333	0	0	0	0	102	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baiap3	10.333333	0	0	0	0	94	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srcin1	10.291667	0	0	0	0	139	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde3b	10.291667	0	0	0	0	77	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grm5	10.291667	0	0	0	0	79	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmkn	10.291667	0	0	0	0	124	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0a2	10.291667	0	0	0	0	127	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0
Arap3	10.291667	0	0	0	0	75	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcg4	10.291667	0	0	0	0	111	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsc22d3	10.250000	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem184a	10.250000	0	0	0	0	90	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp3	10.250000	0	0	0	0	90	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flywch2	10.250000	0	0	0	0	120	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmat3	10.208333	0	0	0	0	104	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp532	10.208333	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smtnl2	10.208333	0	0	0	0	100	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsph14	10.208333	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0
Rp2	10.208333	0	0	0	0	0	145	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
Mansc4	10.208333	0	0	0	0	97	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp11	10.208333	0	0	0	0	0	162	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bhlha15	10.208333	0	0	0	0	108	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcap	10.166667	0	0	0	0	119	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ripk3	10.166667	0	0	0	0	0	116	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
Prr13	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	83	0
Gng11	10.166667	0	0	0	0	99	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14326	10.166667	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0
Crispld1	10.166667	0	0	0	0	92	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AW209491	10.166667	0	0	0	0	99	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930524B15Rik	10.166667	0	0	0	0	99	76	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0
Zswim2	10.125000	0	0	0	0	141	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smarca1	10.125000	0	0	0	0	0	168	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0
Prlhr	10.125000	0	0	0	0	0	109	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0
Kcng1	10.125000	0	0	0	0	134	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gng13	10.125000	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfhr3	10.125000	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4galt2	10.125000	0	0	0	0	0	101	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Spaca1	10.083333	0	0	0	0	105	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a1	10.083333	0	0	0	0	85	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema4f	10.083333	0	0	0	0	105	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rragb	10.083333	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl10	10.083333	0	0	0	0	119	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plp2	10.083333	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc4c	10.083333	0	0	0	0	126	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galnt12	10.083333	0	0	0	0	134	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cr2	10.083333	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc178	10.083333	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp8a2	10.083333	0	0	0	0	112	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem235	10.041667	0	0	0	0	115	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stpg4	10.041667	0	0	0	0	171	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm5	10.041667	0	0	0	0	112	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elavl3	10.041667	0	0	0	0	121	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncan	10.000000	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0
Mustn1	10.000000	0	0	0	0	103	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstm4	10.000000	0	0	0	0	0	152	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0
Evpl	10.000000	0	0	0	0	78	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acox2	10.000000	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0
Zfp970	9.958333	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Trappc2	9.958333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	110	0	0	0
Pak3	9.958333	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Ofd1	9.958333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	110	0	0	0
Myo16	9.958333	0	0	0	0	0	145	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Fam199x	9.958333	0	0	0	0	0	145	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Dlk1	9.958333	0	0	0	0	95	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcb7	9.958333	0	0	0	0	0	145	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Trp53i13	9.916667	0	0	0	0	127	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc13a2	9.916667	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpi	9.916667	0	0	0	0	79	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gramd1a	9.916667	0	0	0	0	95	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehhadh	9.916667	0	0	0	0	0	152	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0
Dlx3	9.916667	0	0	0	0	117	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dchs2	9.916667	0	0	0	0	122	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp442	9.875000	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0
P2rx7	9.875000	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0
Il7	9.875000	0	0	0	0	92	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3c3	9.875000	0	0	0	0	129	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cavin3	9.875000	0	0	0	0	0	118	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0
Zfp426	9.833333	0	0	0	0	0	102	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0
Wnt16	9.833333	0	0	0	0	90	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata2	9.833333	0	0	0	0	134	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ric3	9.833333	0	0	0	0	127	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nemf	9.833333	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Klhdc9	9.833333	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0
Fuom	9.833333	0	0	0	0	141	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf20	9.833333	0	0	0	0	129	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd83	9.833333	0	0	0	0	99	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp982	9.791667	0	0	0	0	0	138	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0
Tcf24	9.791667	0	0	0	0	107	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pnisr	9.791667	0	0	0	0	136	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb1	9.791667	0	0	0	0	112	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo5	9.791667	0	0	0	0	127	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0
Ephx2	9.791667	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
Asb16	9.791667	0	0	0	0	0	101	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0
Zfp874a	9.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	127	0
Tyrp1	9.750000	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema3d	9.750000	0	0	0	0	99	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pwwp3b	9.750000	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0
Pold4	9.750000	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0
Lgi2	9.750000	0	0	0	0	100	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cysltr1	9.750000	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdsn	9.750000	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0
Plscr2	9.708333	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0
Dnaja3	9.708333	0	0	0	0	113	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh20	9.708333	0	0	0	0	130	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r14a	9.666667	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lefty2	9.666667	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gypc	9.666667	0	0	0	0	99	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gng4	9.666667	0	0	0	0	112	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6710	9.666667	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0
Gm14391	9.666667	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0
Flnc	9.666667	0	0	0	0	104	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dus3l	9.666667	0	0	0	0	108	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyyr1	9.666667	0	0	0	0	0	122	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0
Crb2	9.666667	0	0	0	0	110	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cntfr	9.666667	0	0	0	0	87	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef6	9.666667	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0
Prss41	9.625000	0	0	0	0	0	116	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0
Prrt3	9.625000	0	0	0	0	85	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F8a	9.625000	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0
Cavin2	9.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	108	0
Trhr	9.583333	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0
Mamstr	9.583333	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrtm2	9.583333	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0
Gpr139	9.583333	0	0	0	0	85	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0
Cpt1b	9.583333	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc13	9.583333	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0
Zfp583	9.541667	0	0	0	0	127	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurl1b	9.541667	0	0	0	0	70	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il4ra	9.541667	0	0	0	0	99	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf1	9.541667	0	0	0	0	99	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gria1	9.541667	0	0	0	0	127	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxr1	9.541667	0	0	0	0	127	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elf4	9.541667	0	0	0	0	99	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Echdc2	9.541667	0	0	0	0	108	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duoxa2	9.541667	0	0	0	0	0	108	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0
Duox2	9.541667	0	0	0	0	0	108	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0
Dcdc2c	9.541667	0	0	0	0	134	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqp5	9.541667	0	0	0	0	103	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp114	9.500000	0	0	0	0	112	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spink2	9.500000	0	0	0	0	112	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pstpip2	9.500000	0	0	0	0	0	120	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl16	9.500000	0	0	0	0	105	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enpp5	9.500000	0	0	0	0	105	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnmt3l	9.500000	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx6	9.500000	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfikkn1	9.458333	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ring1	9.458333	0	0	0	0	0	141	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0
Ky	9.458333	0	0	0	0	0	116	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0
Grid2	9.458333	0	0	0	0	0	137	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0
Elfn1	9.458333	0	0	0	0	0	104	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0
Dock11	9.458333	0	0	0	0	0	152	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0
Cep164	9.458333	0	0	0	0	0	130	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0
Tm4sf1	9.416667	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0
Shq1	9.416667	0	0	0	0	0	145	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0
Pebp1	9.416667	0	0	0	0	123	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtm1	9.416667	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
Mbnl1	9.416667	0	0	0	0	76	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1rl2	9.416667	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hpgd	9.416667	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm536	9.416667	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
Fkbp7	9.416667	0	0	0	0	0	0	106	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0
Fam174a	9.416667	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
Zfp84	9.375000	0	0	0	0	0	137	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc15	9.375000	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vwa5a	9.375000	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2o	9.375000	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkar2a	9.375000	0	0	0	0	73	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2rx2	9.375000	0	0	0	0	130	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gon7	9.375000	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20604	9.375000	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcsk	9.375000	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
Dmd	9.375000	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cwf19l2	9.375000	0	0	0	0	73	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnase10	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	122	0
Lepr	9.333333	0	0	0	0	0	155	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0
H2bc8	9.333333	0	0	0	0	121	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2ac8	9.333333	0	0	0	0	121	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dysf	9.333333	0	0	0	0	97	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0
Cd151	9.333333	0	0	0	0	0	121	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0
Wnt10a	9.291667	0	0	0	0	120	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlcd4	9.291667	0	0	0	0	94	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spock3	9.291667	0	0	0	0	100	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sntg2	9.291667	0	0	0	0	134	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pm20d1	9.291667	0	0	0	0	0	145	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0
Phactr1	9.291667	0	0	0	0	93	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifit2	9.291667	0	0	0	0	141	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iars2	9.291667	0	0	0	0	80	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csnk1e	9.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	111	0	0	0	0	0	0	0
Vwa7	9.250000	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0
Synpr	9.250000	0	0	0	0	0	109	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0
Suox	9.250000	0	0	0	0	117	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphkap	9.250000	0	0	0	0	92	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gabra3	9.250000	0	0	0	0	92	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erbb4	9.250000	0	0	0	0	0	128	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Dmgdh	9.250000	0	0	0	0	0	95	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0
Cnrip1	9.250000	0	0	0	0	85	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec12b	9.250000	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0
Bhmt2	9.250000	0	0	0	0	0	95	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0
Arl6ip4	9.250000	0	0	0	0	114	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amer2	9.250000	0	0	0	0	0	123	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0
Zfp316	9.208333	0	0	0	0	0	128	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0
Wdr92	9.208333	0	0	0	0	119	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vstm2l	9.208333	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtn1	9.208333	0	0	0	0	103	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pno1	9.208333	0	0	0	0	119	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxtr	9.208333	0	0	0	0	99	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lta	9.208333	0	0	0	0	112	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haus7	9.208333	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0
Fsip1	9.208333	0	0	0	0	119	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
