Target_genes	Etv5|Average	SRX3775849|Alveolar_type_II_cells	SRX4988100|Embryonic_Stem_Cells	SRX4988101|Embryonic_Stem_Cells	SRX4988102|Embryonic_Stem_Cells	SRX4988103|Embryonic_Stem_Cells	SRX4988104|Embryonic_Stem_Cells	SRX4988105|Embryonic_Stem_Cells	STRING
Sh2b3	19.857143	139	0	0	0	0	0	0	0
Serinc2	19.857143	139	0	0	0	0	0	0	0
Pole3	19.857143	139	0	0	0	0	0	0	0
Pold2	19.857143	139	0	0	0	0	0	0	0
Pard3b	19.857143	139	0	0	0	0	0	0	0
Myo1e	19.857143	139	0	0	0	0	0	0	0
Loxl3	19.857143	139	0	0	0	0	0	0	0
Lca5l	19.857143	139	0	0	0	0	0	0	0
Fzd4	19.857143	139	0	0	0	0	0	0	0
Ethe1	19.857143	139	0	0	0	0	0	0	0
Dok1	19.857143	139	0	0	0	0	0	0	0
Dlk2	19.857143	139	0	0	0	0	0	0	0
Cds2	19.857143	139	0	0	0	0	0	0	0
Casp6	19.857143	139	0	0	0	0	0	0	0
Bbs7	19.857143	139	0	0	0	0	0	0	0
Arnt	19.857143	139	0	0	0	0	0	0	0
Arhgef3	19.857143	139	0	0	0	0	0	0	0
Antxr1	19.857143	139	0	0	0	0	0	0	0
Accs	19.857143	139	0	0	0	0	0	0	0
Abraxas2	19.857143	139	0	0	0	0	0	0	0
4933430I17Rik	19.857143	139	0	0	0	0	0	0	0
Zfp938	19.714286	138	0	0	0	0	0	0	0
Zfp692	19.714286	138	0	0	0	0	0	0	0
Zfp579	19.714286	138	0	0	0	0	0	0	0
Zfp106	19.714286	138	0	0	0	0	0	0	0
Usp21	19.714286	138	0	0	0	0	0	0	0
Ttc9	19.714286	138	0	0	0	0	0	0	0
Tmem132c	19.714286	138	0	0	0	0	0	0	0
Srcin1	19.714286	138	0	0	0	0	0	0	0
Spata13	19.714286	138	0	0	0	0	0	0	0
Six5	19.714286	138	0	0	0	0	0	0	0
Rpp38	19.714286	138	0	0	0	0	0	0	0
Rbbp7	19.714286	138	0	0	0	0	0	0	0
Rab27b	19.714286	138	0	0	0	0	0	0	0
Pfn4	19.714286	138	0	0	0	0	0	0	0
Pdha1	19.714286	138	0	0	0	0	0	0	0
Nfkbie	19.714286	138	0	0	0	0	0	0	0
Neurl1b	19.714286	138	0	0	0	0	0	0	0
Mrps25	19.714286	138	0	0	0	0	0	0	0
Mospd3	19.714286	138	0	0	0	0	0	0	0
Gpcpd1	19.714286	138	0	0	0	0	0	0	0
Gm6712	19.714286	138	0	0	0	0	0	0	0
Gm12258	19.714286	138	0	0	0	0	0	0	0
Fam228b	19.714286	138	0	0	0	0	0	0	0
Elk1	19.714286	138	0	0	0	0	0	0	0
Dusp19	19.714286	138	0	0	0	0	0	0	0
Dpm2	19.714286	138	0	0	0	0	0	0	0
Dgka	19.714286	138	0	0	0	0	0	0	0
Dgcr2	19.714286	138	0	0	0	0	0	0	0
Dcaf7	19.714286	138	0	0	0	0	0	0	0
Csrp2	19.714286	138	0	0	0	0	0	0	0
Cep350	19.714286	138	0	0	0	0	0	0	0
Capns1	19.714286	138	0	0	0	0	0	0	0
Bet1	19.714286	138	0	0	0	0	0	0	0
Atp5mpl	19.714286	138	0	0	0	0	0	0	0
Alg6	19.714286	138	0	0	0	0	0	0	0
Agfg2	19.714286	138	0	0	0	0	0	0	0
Tysnd1	19.571429	137	0	0	0	0	0	0	0
Trap1	19.571429	137	0	0	0	0	0	0	0
Sntb1	19.571429	137	0	0	0	0	0	0	0
Slc25a12	19.571429	137	0	0	0	0	0	0	0
Sertad3	19.571429	137	0	0	0	0	0	0	0
Rsph9	19.571429	137	0	0	0	0	0	0	0
Mpv17	19.571429	137	0	0	0	0	0	0	0
Mpnd	19.571429	137	0	0	0	0	0	0	0
Lta4h	19.571429	137	0	0	0	0	0	0	0
Kdm4b	19.571429	137	0	0	0	0	0	0	0
Irf2bp1	19.571429	137	0	0	0	0	0	0	0
Impact	19.571429	137	0	0	0	0	0	0	0
Gm9949	19.571429	137	0	0	0	0	0	0	0
Fam120c	19.571429	137	0	0	0	0	0	0	0
Dag1	19.571429	137	0	0	0	0	0	0	0
Ctsl	19.571429	137	0	0	0	0	0	0	0
Cnnm3	19.571429	137	0	0	0	0	0	0	0
Car13	19.571429	137	0	0	0	0	0	0	0
Btbd7	19.571429	137	0	0	0	0	0	0	0
Adrb2	19.571429	137	0	0	0	0	0	0	0
1810037I17Rik	19.571429	137	0	0	0	0	0	0	0
Vasp	19.428571	136	0	0	0	0	0	0	0
Ube2d1	19.428571	136	0	0	0	0	0	0	0
Txnl4a	19.428571	136	0	0	0	0	0	0	0
Trp53bp1	19.428571	136	0	0	0	0	0	0	0
Tmx2	19.428571	136	0	0	0	0	0	0	0
Tia1	19.428571	136	0	0	0	0	0	0	0
Tbc1d4	19.428571	136	0	0	0	0	0	0	0
Rtn4rl1	19.428571	136	0	0	0	0	0	0	0
Rrp7a	19.428571	136	0	0	0	0	0	0	0
Rad51c	19.428571	136	0	0	0	0	0	0	0
Pwwp3a	19.428571	136	0	0	0	0	0	0	0
Pnpla2	19.428571	136	0	0	0	0	0	0	0
Pgm2	19.428571	136	0	0	0	0	0	0	0
Ndufc2	19.428571	136	0	0	0	0	0	0	0
Nabp1	19.428571	136	0	0	0	0	0	0	0
Med19	19.428571	136	0	0	0	0	0	0	0
Marchf3	19.428571	136	0	0	0	0	0	0	0
Mapre3	19.428571	136	0	0	0	0	0	0	0
Maged2	19.428571	136	0	0	0	0	0	0	0
Lrp8	19.428571	136	0	0	0	0	0	0	0
Larp1	19.428571	136	0	0	0	0	0	0	0
L3mbtl3	19.428571	136	0	0	0	0	0	0	0
Kyat3	19.428571	136	0	0	0	0	0	0	0
Kif13b	19.428571	136	0	0	0	0	0	0	0
Kbtbd6	19.428571	136	0	0	0	0	0	0	0
Icosl	19.428571	136	0	0	0	0	0	0	0
Gse1	19.428571	136	0	0	0	0	0	0	0
Esd	19.428571	136	0	0	0	0	0	0	0
Eps8	19.428571	136	0	0	0	0	0	0	0
Ehd4	19.428571	136	0	0	0	0	0	0	0
Dnajc4	19.428571	136	0	0	0	0	0	0	0
Dclre1c	19.428571	136	0	0	0	0	0	0	0
Cfap45	19.428571	136	0	0	0	0	0	0	0
Cep162	19.428571	136	0	0	0	0	0	0	0
Cdc25a	19.428571	136	0	0	0	0	0	0	0
B4galt3	19.428571	136	0	0	0	0	0	0	0
Zpbp2	19.285714	135	0	0	0	0	0	0	0
Zmpste24	19.285714	135	0	0	0	0	0	0	0
Zfp791	19.285714	135	0	0	0	0	0	0	0
Zdhhc9	19.285714	135	0	0	0	0	0	0	0
Ttll11	19.285714	135	0	0	0	0	0	0	0
Timm22	19.285714	135	0	0	0	0	0	0	0
Sumf1	19.285714	135	0	0	0	0	0	0	0
Socs3	19.285714	135	0	0	0	0	0	0	0
Slc35f2	19.285714	135	0	0	0	0	0	0	0
Senp3	19.285714	135	0	0	0	0	0	0	0
Rgma	19.285714	135	0	0	0	0	0	0	0
Pkn1	19.285714	135	0	0	0	0	0	0	0
Nrip3	19.285714	135	0	0	0	0	0	0	0
Mxd1	19.285714	135	0	0	0	0	0	0	0
Mroh1	19.285714	135	0	0	0	0	0	0	0
Mettl26	19.285714	135	0	0	0	0	0	0	0
Mapre2	19.285714	135	0	0	0	0	0	0	0
Lrig1	19.285714	135	0	0	0	0	0	0	0
Lamc2	19.285714	135	0	0	0	0	0	0	0
Kif21b	19.285714	135	0	0	0	0	0	0	0
Hnf1b	19.285714	135	0	0	0	0	0	0	0
Hk1	19.285714	135	0	0	0	0	0	0	0
Gtf2f2	19.285714	135	0	0	0	0	0	0	0
Etaa1	19.285714	135	0	0	0	0	0	0	0
Echs1	19.285714	135	0	0	0	0	0	0	0
Ddx17	19.285714	135	0	0	0	0	0	0	0
Ddit4	19.285714	135	0	0	0	0	0	0	0
Bckdhb	19.285714	135	0	0	0	0	0	0	0
B9d2	19.285714	135	0	0	0	0	0	0	0
1700017B05Rik	19.285714	135	0	0	0	0	0	0	0
Zeb1	19.142857	134	0	0	0	0	0	0	0
Vamp2	19.142857	134	0	0	0	0	0	0	0
Trim28	19.142857	134	0	0	0	0	0	0	0
Tmem50b	19.142857	134	0	0	0	0	0	0	0
Slc6a6	19.142857	134	0	0	0	0	0	0	0
Sfxn4	19.142857	134	0	0	0	0	0	0	0
Rrm1	19.142857	134	0	0	0	0	0	0	0
Rhob	19.142857	134	0	0	0	0	0	0	0
Ptpn13	19.142857	134	0	0	0	0	0	0	0
Prkaca	19.142857	134	0	0	0	0	0	0	0
Nono	19.142857	134	0	0	0	0	0	0	0
Mrps9	19.142857	134	0	0	0	0	0	0	0
Mllt10	19.142857	134	0	0	0	0	0	0	0
Galnt7	19.142857	134	0	0	0	0	0	0	0
Ebpl	19.142857	134	0	0	0	0	0	0	0
Dpp3	19.142857	134	0	0	0	0	0	0	0
Cycs	19.142857	134	0	0	0	0	0	0	0
Col23a1	19.142857	134	0	0	0	0	0	0	0
Chad	19.142857	134	0	0	0	0	0	0	0
Asf1a	19.142857	134	0	0	0	0	0	0	0
1600014C10Rik	19.142857	134	0	0	0	0	0	0	0
Zfp809	19.000000	133	0	0	0	0	0	0	0
Zfp12	19.000000	133	0	0	0	0	0	0	0
Tom1l1	19.000000	133	0	0	0	0	0	0	0
Slc4a7	19.000000	133	0	0	0	0	0	0	0
Riok2	19.000000	133	0	0	0	0	0	0	0
Rab40c	19.000000	133	0	0	0	0	0	0	0
Rab11fip3	19.000000	133	0	0	0	0	0	0	0
R3hcc1	19.000000	133	0	0	0	0	0	0	0
Ptpdc1	19.000000	133	0	0	0	0	0	0	0
Nfatc2ip	19.000000	133	0	0	0	0	0	0	0
Mtor	19.000000	133	0	0	0	0	0	0	0
Mrpl38	19.000000	133	0	0	0	0	0	0	0
Mrm1	19.000000	133	0	0	0	0	0	0	0
Ldlrad4	19.000000	133	0	0	0	0	0	0	0
Kcnj2	19.000000	133	0	0	0	0	0	0	0
Greb1l	19.000000	133	0	0	0	0	0	0	0
Gemin4	19.000000	133	0	0	0	0	0	0	0
Ets1	19.000000	133	0	0	0	0	0	0	0
Endod1	19.000000	133	0	0	0	0	0	0	0
Dbil5	19.000000	133	0	0	0	0	0	0	0
Csrnp1	19.000000	133	0	0	0	0	0	0	0
Crygn	19.000000	133	0	0	0	0	0	0	0
Creg1	19.000000	133	0	0	0	0	0	0	0
Comtd1	19.000000	133	0	0	0	0	0	0	0
Cdv3	19.000000	133	0	0	0	0	0	0	0
Ccnb1	19.000000	133	0	0	0	0	0	0	0
C130074G19Rik	19.000000	133	0	0	0	0	0	0	0
Zw10	18.857143	132	0	0	0	0	0	0	0
Zfp710	18.857143	132	0	0	0	0	0	0	0
Zfp707	18.857143	132	0	0	0	0	0	0	0
Zfp280b	18.857143	132	0	0	0	0	0	0	0
Wipf3	18.857143	132	0	0	0	0	0	0	0
Usp22	18.857143	132	0	0	0	0	0	0	0
Trim67	18.857143	132	0	0	0	0	0	0	0
Tor4a	18.857143	132	0	0	0	0	0	0	0
Tcf7	18.857143	132	0	0	0	0	0	0	0
Syt7	18.857143	132	0	0	0	0	0	0	0
Synm	18.857143	132	0	0	0	0	0	0	0
Stard9	18.857143	132	0	0	0	0	0	0	0
Slpi	18.857143	132	0	0	0	0	0	0	0
Sema4a	18.857143	132	0	0	0	0	0	0	0
Sec61a2	18.857143	132	0	0	0	0	0	0	0
Rfc2	18.857143	132	0	0	0	0	0	0	0
Rbm43	18.857143	132	0	0	0	0	0	0	0
Ptprs	18.857143	132	0	0	0	0	0	0	0
Ppp2r5d	18.857143	132	0	0	0	0	0	0	0
Plekhg3	18.857143	132	0	0	0	0	0	0	0
Nek6	18.857143	132	0	0	0	0	0	0	0
Mtmr1	18.857143	132	0	0	0	0	0	0	0
Kcnb1	18.857143	132	0	0	0	0	0	0	0
Hid1	18.857143	132	0	0	0	0	0	0	0
Gk	18.857143	132	0	0	0	0	0	0	0
Fam151b	18.857143	132	0	0	0	0	0	0	0
E430018J23Rik	18.857143	132	0	0	0	0	0	0	0
Cdh1	18.857143	132	0	0	0	0	0	0	0
Cdc42se2	18.857143	132	0	0	0	0	0	0	0
Cd63	18.857143	132	0	0	0	0	0	0	0
Casp2	18.857143	132	0	0	0	0	0	0	0
Capza2	18.857143	132	0	0	0	0	0	0	0
Atp1b2	18.857143	132	0	0	0	0	0	0	0
Abhd3	18.857143	132	0	0	0	0	0	0	0
2610524H06Rik	18.857143	132	0	0	0	0	0	0	0
Zc3h7b	18.714286	131	0	0	0	0	0	0	0
Tspan9	18.714286	131	0	0	0	0	0	0	0
Tsc22d3	18.714286	131	0	0	0	0	0	0	0
Thyn1	18.714286	131	0	0	0	0	0	0	0
Sord	18.714286	131	0	0	0	0	0	0	0
Sh3pxd2a	18.714286	131	0	0	0	0	0	0	0
Samhd1	18.714286	131	0	0	0	0	0	0	0
Rtl8b	18.714286	131	0	0	0	0	0	0	0
Rragd	18.714286	131	0	0	0	0	0	0	0
Pus7l	18.714286	131	0	0	0	0	0	0	0
Nyap1	18.714286	131	0	0	0	0	0	0	0
Nup188	18.714286	131	0	0	0	0	0	0	0
Npr1	18.714286	131	0	0	0	0	0	0	0
Nes	18.714286	131	0	0	0	0	0	0	0
Irak4	18.714286	131	0	0	0	0	0	0	0
Gpr89	18.714286	131	0	0	0	0	0	0	0
Gpc5	18.714286	131	0	0	0	0	0	0	0
Got1	18.714286	131	0	0	0	0	0	0	0
Fryl	18.714286	131	0	0	0	0	0	0	0
Erich2	18.714286	131	0	0	0	0	0	0	0
Dolk	18.714286	131	0	0	0	0	0	0	0
Casd1	18.714286	131	0	0	0	0	0	0	0
Aebp1	18.714286	131	0	0	0	0	0	0	0
Acad8	18.714286	131	0	0	0	0	0	0	0
Abhd11	18.714286	131	0	0	0	0	0	0	0
Zyg11a	18.571429	130	0	0	0	0	0	0	0
Wnk4	18.571429	130	0	0	0	0	0	0	0
Unc119b	18.571429	130	0	0	0	0	0	0	0
Tnk2	18.571429	130	0	0	0	0	0	0	0
Tle3	18.571429	130	0	0	0	0	0	0	0
Tesk1	18.571429	130	0	0	0	0	0	0	0
Snap47	18.571429	130	0	0	0	0	0	0	0
Slc25a22	18.571429	130	0	0	0	0	0	0	0
Sgk3	18.571429	130	0	0	0	0	0	0	0
Sec22c	18.571429	130	0	0	0	0	0	0	0
Sap30bp	18.571429	130	0	0	0	0	0	0	0
Rtn4r	18.571429	130	0	0	0	0	0	0	0
Rnf7	18.571429	130	0	0	0	0	0	0	0
Recql5	18.571429	130	0	0	0	0	0	0	0
Prcc	18.571429	130	0	0	0	0	0	0	0
Pparg	18.571429	130	0	0	0	0	0	0	0
Kcnk6	18.571429	130	0	0	0	0	0	0	0
Jmjd4	18.571429	130	0	0	0	0	0	0	0
Hspbp1	18.571429	130	0	0	0	0	0	0	0
Cisd1	18.571429	130	0	0	0	0	0	0	0
Cdk10	18.571429	130	0	0	0	0	0	0	0
Blm	18.571429	130	0	0	0	0	0	0	0
Aph1b	18.571429	130	0	0	0	0	0	0	0
A930007A09Rik	18.571429	130	0	0	0	0	0	0	0
1700037H04Rik	18.571429	130	0	0	0	0	0	0	0
Zfp790	18.428571	129	0	0	0	0	0	0	0
Zbtb7c	18.428571	129	0	0	0	0	0	0	0
Ydjc	18.428571	129	0	0	0	0	0	0	0
Wwtr1	18.428571	129	0	0	0	0	0	0	0
Tor3a	18.428571	129	0	0	0	0	0	0	0
Tgfbr3	18.428571	129	0	0	0	0	0	0	0
Tep1	18.428571	129	0	0	0	0	0	0	0
Tars	18.428571	129	0	0	0	0	0	0	0
Supt7l	18.428571	129	0	0	0	0	0	0	0
Slc4a1ap	18.428571	129	0	0	0	0	0	0	0
Rreb1	18.428571	129	0	0	0	0	0	0	0
Prrg3	18.428571	129	0	0	0	0	0	0	0
Pkig	18.428571	129	0	0	0	0	0	0	0
Mtfr1	18.428571	129	0	0	0	0	0	0	0
Midn	18.428571	129	0	0	0	0	0	0	0
Mbtps1	18.428571	129	0	0	0	0	0	0	0
Jtb	18.428571	129	0	0	0	0	0	0	0
Ipo9	18.428571	129	0	0	0	0	0	0	0
Hspa12a	18.428571	129	0	0	0	0	0	0	0
Hmg20b	18.428571	129	0	0	0	0	0	0	0
H4c14	18.428571	129	0	0	0	0	0	0	0
Fbxo27	18.428571	129	0	0	0	0	0	0	0
Eno4	18.428571	129	0	0	0	0	0	0	0
Ccdc116	18.428571	129	0	0	0	0	0	0	0
Arl5a	18.428571	129	0	0	0	0	0	0	0
Arid3a	18.428571	129	0	0	0	0	0	0	0
App	18.428571	129	0	0	0	0	0	0	0
Abhd15	18.428571	129	0	0	0	0	0	0	0
1700016H13Rik	18.428571	129	0	0	0	0	0	0	0
Tob2	18.285714	128	0	0	0	0	0	0	0
Tmtc4	18.285714	128	0	0	0	0	0	0	0
Tmem35b	18.285714	128	0	0	0	0	0	0	0
Tars2	18.285714	128	0	0	0	0	0	0	0
Sqor	18.285714	128	0	0	0	0	0	0	0
Slc41a3	18.285714	128	0	0	0	0	0	0	0
Slc30a6	18.285714	128	0	0	0	0	0	0	0
Slc26a6	18.285714	128	0	0	0	0	0	0	0
Plekha7	18.285714	128	0	0	0	0	0	0	0
Pitpnc1	18.285714	128	0	0	0	0	0	0	0
Nek1	18.285714	128	0	0	0	0	0	0	0
Ncoa3	18.285714	128	0	0	0	0	0	0	0
Nab1	18.285714	128	0	0	0	0	0	0	0
Mthfd1	18.285714	128	0	0	0	0	0	0	0
Jpt1	18.285714	128	0	0	0	0	0	0	0
Dcaf4	18.285714	128	0	0	0	0	0	0	0
Cln6	18.285714	128	0	0	0	0	0	0	0
Cdkn1b	18.285714	128	0	0	0	0	0	0	0
Cabp1	18.285714	128	0	0	0	0	0	0	0
Agbl5	18.285714	128	0	0	0	0	0	0	0
Zfp329	18.142857	127	0	0	0	0	0	0	0
Traf3ip2	18.142857	127	0	0	0	0	0	0	0
Thtpa	18.142857	127	0	0	0	0	0	0	0
Taf8	18.142857	127	0	0	0	0	0	0	0
Sh3rf3	18.142857	127	0	0	0	0	0	0	0
Sap18b	18.142857	127	0	0	0	0	0	0	0
Sap18	18.142857	127	0	0	0	0	0	0	0
Rps6kc1	18.142857	127	0	0	0	0	0	0	0
Rnf34	18.142857	127	0	0	0	0	0	0	0
Psmd9	18.142857	127	0	0	0	0	0	0	0
Polr1b	18.142857	127	0	0	0	0	0	0	0
Pim1	18.142857	127	0	0	0	0	0	0	0
Paqr4	18.142857	127	0	0	0	0	0	0	0
Nomo1	18.142857	127	0	0	0	0	0	0	0
Nme7	18.142857	127	0	0	0	0	0	0	0
Nap1l4	18.142857	127	0	0	0	0	0	0	0
Mppe1	18.142857	127	0	0	0	0	0	0	0
Mcm10	18.142857	127	0	0	0	0	0	0	0
Mboat1	18.142857	127	0	0	0	0	0	0	0
Leo1	18.142857	127	0	0	0	0	0	0	0
Gatd3a	18.142857	127	0	0	0	0	0	0	0
Gaa	18.142857	127	0	0	0	0	0	0	0
Cab39	18.142857	127	0	0	0	0	0	0	0
Blzf1	18.142857	127	0	0	0	0	0	0	0
Actr5	18.142857	127	0	0	0	0	0	0	0
Ablim3	18.142857	127	0	0	0	0	0	0	0
2310009B15Rik	18.142857	127	0	0	0	0	0	0	0
Tspan31	18.000000	126	0	0	0	0	0	0	0
Trappc2	18.000000	126	0	0	0	0	0	0	0
Slc25a21	18.000000	126	0	0	0	0	0	0	0
Ofd1	18.000000	126	0	0	0	0	0	0	0
Mthfd2l	18.000000	126	0	0	0	0	0	0	0
Kremen1	18.000000	126	0	0	0	0	0	0	0
Haus4	18.000000	126	0	0	0	0	0	0	0
Gab1	18.000000	126	0	0	0	0	0	0	0
Fpgs	18.000000	126	0	0	0	0	0	0	0
Fopnl	18.000000	126	0	0	0	0	0	0	0
Dnajb2	18.000000	126	0	0	0	0	0	0	0
Ccdc86	18.000000	126	0	0	0	0	0	0	0
Ccdc158	18.000000	126	0	0	0	0	0	0	0
Bri3bp	18.000000	126	0	0	0	0	0	0	0
Ankrd50	18.000000	126	0	0	0	0	0	0	0
Abcb8	18.000000	126	0	0	0	0	0	0	0
Zfp120	17.857143	125	0	0	0	0	0	0	0
Uba52	17.857143	125	0	0	0	0	0	0	0
Tspan15	17.857143	125	0	0	0	0	0	0	0
Trpc1	17.857143	125	0	0	0	0	0	0	0
Tcaf2	17.857143	125	0	0	0	0	0	0	0
Rpl35	17.857143	125	0	0	0	0	0	0	0
Ptprj	17.857143	125	0	0	0	0	0	0	0
Prob1	17.857143	125	0	0	0	0	0	0	0
Pex5	17.857143	125	0	0	0	0	0	0	0
Nemp1	17.857143	125	0	0	0	0	0	0	0
Naprt	17.857143	125	0	0	0	0	0	0	0
Morn2	17.857143	125	0	0	0	0	0	0	0
Il7	17.857143	125	0	0	0	0	0	0	0
Gas2l3	17.857143	125	0	0	0	0	0	0	0
Fam92a	17.857143	125	0	0	0	0	0	0	0
Dusp3	17.857143	125	0	0	0	0	0	0	0
Dhx57	17.857143	125	0	0	0	0	0	0	0
Cox7a2l	17.857143	125	0	0	0	0	0	0	0
Celf6	17.857143	125	0	0	0	0	0	0	0
Zfyve26	17.714286	124	0	0	0	0	0	0	0
Zfp354a	17.714286	124	0	0	0	0	0	0	0
Ube2t	17.714286	124	0	0	0	0	0	0	0
Tyw3	17.714286	124	0	0	0	0	0	0	0
Tsen15	17.714286	124	0	0	0	0	0	0	0
Tmem158	17.714286	124	0	0	0	0	0	0	0
Tecr	17.714286	124	0	0	0	0	0	0	0
Tbc1d10a	17.714286	124	0	0	0	0	0	0	0
Taf1c	17.714286	124	0	0	0	0	0	0	0
Smarcb1	17.714286	124	0	0	0	0	0	0	0
Slc35b1	17.714286	124	0	0	0	0	0	0	0
Ripor1	17.714286	124	0	0	0	0	0	0	0
Rapgefl1	17.714286	124	0	0	0	0	0	0	0
Ralgds	17.714286	124	0	0	0	0	0	0	0
Rad51b	17.714286	124	0	0	0	0	0	0	0
Pde1b	17.714286	124	0	0	0	0	0	0	0
Papolg	17.714286	124	0	0	0	0	0	0	0
Ogt	17.714286	124	0	0	0	0	0	0	0
Mtarc2	17.714286	124	0	0	0	0	0	0	0
Krt18	17.714286	124	0	0	0	0	0	0	0
Igsf5	17.714286	124	0	0	0	0	0	0	0
Hs1bp3	17.714286	124	0	0	0	0	0	0	0
Gnb1	17.714286	124	0	0	0	0	0	0	0
Gls2	17.714286	124	0	0	0	0	0	0	0
Fam171a1	17.714286	124	0	0	0	0	0	0	0
Dcaf1	17.714286	124	0	0	0	0	0	0	0
Ctcf	17.714286	124	0	0	0	0	0	0	0
Cryz	17.714286	124	0	0	0	0	0	0	0
Cradd	17.714286	124	0	0	0	0	0	0	0
Cers6	17.714286	124	0	0	0	0	0	0	0
Cdc23	17.714286	124	0	0	0	0	0	0	0
Atp6v1c2	17.714286	124	0	0	0	0	0	0	0
Atf6	17.714286	124	0	0	0	0	0	0	0
Arl4d	17.714286	124	0	0	0	0	0	0	0
Ap3s2	17.714286	124	0	0	0	0	0	0	0
Ahnak	17.714286	124	0	0	0	0	0	0	0
Vcpip1	17.571429	123	0	0	0	0	0	0	0
Vash1	17.571429	123	0	0	0	0	0	0	0
Tchp	17.571429	123	0	0	0	0	0	0	0
Tbl1x	17.571429	123	0	0	0	0	0	0	0
Snapc4	17.571429	123	0	0	0	0	0	0	0
Slc52a3	17.571429	123	0	0	0	0	0	0	0
Slc25a15	17.571429	123	0	0	0	0	0	0	0
Selenof	17.571429	123	0	0	0	0	0	0	0
S100a3	17.571429	123	0	0	0	0	0	0	0
Ptprm	17.571429	123	0	0	0	0	0	0	0
Ptpn18	17.571429	123	0	0	0	0	0	0	0
Psmc3	17.571429	123	0	0	0	0	0	0	0
Pgk1	17.571429	123	0	0	0	0	0	0	0
Orai3	17.571429	123	0	0	0	0	0	0	0
Map2k1	17.571429	123	0	0	0	0	0	0	0
Hsdl2	17.571429	123	0	0	0	0	0	0	0
Hs2st1	17.571429	123	0	0	0	0	0	0	0
Gm12500	17.571429	123	0	0	0	0	0	0	0
Fam98b	17.571429	123	0	0	0	0	0	0	0
Dock1	17.571429	123	0	0	0	0	0	0	0
Dennd4a	17.571429	123	0	0	0	0	0	0	0
Dars2	17.571429	123	0	0	0	0	0	0	0
Cdkn2b	17.571429	123	0	0	0	0	0	0	0
Cdkl5	17.571429	123	0	0	0	0	0	0	0
Ccdc85b	17.571429	123	0	0	0	0	0	0	0
Cav1	17.571429	123	0	0	0	0	0	0	0
Armc1	17.571429	123	0	0	0	0	0	0	0
Ampd2	17.571429	123	0	0	0	0	0	0	0
4931428F04Rik	17.571429	123	0	0	0	0	0	0	0
Zfp36l2	17.428571	122	0	0	0	0	0	0	0
Tmem218	17.428571	122	0	0	0	0	0	0	0
Sufu	17.428571	122	0	0	0	0	0	0	0
Slc37a4	17.428571	122	0	0	0	0	0	0	0
Rnf103	17.428571	122	0	0	0	0	0	0	0
Rad54b	17.428571	122	0	0	0	0	0	0	0
Pcbd2	17.428571	122	0	0	0	0	0	0	0
Nudt2	17.428571	122	0	0	0	0	0	0	0
Nbas	17.428571	122	0	0	0	0	0	0	0
Lyrm9	17.428571	122	0	0	0	0	0	0	0
Kif24	17.428571	122	0	0	0	0	0	0	0
Inppl1	17.428571	122	0	0	0	0	0	0	0
Hsd17b4	17.428571	122	0	0	0	0	0	0	0
Hikeshi	17.428571	122	0	0	0	0	0	0	0
Gsn	17.428571	122	0	0	0	0	0	0	0
Eps8l2	17.428571	122	0	0	0	0	0	0	0
Epha1	17.428571	122	0	0	0	0	0	0	0
Dusp8	17.428571	122	0	0	0	0	0	0	0
Cyc1	17.428571	122	0	0	0	0	0	0	0
Crh	17.428571	122	0	0	0	0	0	0	0
Cox19	17.428571	122	0	0	0	0	0	0	0
Apbb1	17.428571	122	0	0	0	0	0	0	0
Acsf2	17.428571	122	0	0	0	0	0	0	0
Zdhhc14	17.285714	121	0	0	0	0	0	0	0
Zbtb7a	17.285714	121	0	0	0	0	0	0	0
Wdr18	17.285714	121	0	0	0	0	0	0	0
Trip11	17.285714	121	0	0	0	0	0	0	0
Tent5d	17.285714	121	0	0	0	0	0	0	0
Tbkbp1	17.285714	121	0	0	0	0	0	0	0
Ssx2ip	17.285714	121	0	0	0	0	0	0	0
Sorbs3	17.285714	121	0	0	0	0	0	0	0
Slc39a1	17.285714	121	0	0	0	0	0	0	0
Sel1l3	17.285714	121	0	0	0	0	0	0	0
Rasl11a	17.285714	121	0	0	0	0	0	0	0
Prune1	17.285714	121	0	0	0	0	0	0	0
Phykpl	17.285714	121	0	0	0	0	0	0	0
Peli3	17.285714	121	0	0	0	0	0	0	0
Ovol2	17.285714	121	0	0	0	0	0	0	0
Nucb2	17.285714	121	0	0	0	0	0	0	0
Ndufb6	17.285714	121	0	0	0	0	0	0	0
Man2a2	17.285714	121	0	0	0	0	0	0	0
Man1c1	17.285714	121	0	0	0	0	0	0	0
Lmln	17.285714	121	0	0	0	0	0	0	0
Klf2	17.285714	121	0	0	0	0	0	0	0
Katnb1	17.285714	121	0	0	0	0	0	0	0
Ift57	17.285714	121	0	0	0	0	0	0	0
Idh2	17.285714	121	0	0	0	0	0	0	0
H2-Q8	17.285714	121	0	0	0	0	0	0	0
H2-Q6	17.285714	121	0	0	0	0	0	0	0
H2-Q4	17.285714	121	0	0	0	0	0	0	0
H2-M3	17.285714	121	0	0	0	0	0	0	0
Gpr3	17.285714	121	0	0	0	0	0	0	0
Gli3	17.285714	121	0	0	0	0	0	0	0
Fnbp1	17.285714	121	0	0	0	0	0	0	0
Degs1	17.285714	121	0	0	0	0	0	0	0
Cryl1	17.285714	121	0	0	0	0	0	0	0
